"","title","rating","id","year","imdbid"
"1267","When Michael Calls",2,2087,1972,"0067977"
"1268","Sleuth",0,5314,1972,"0069281"
"1269","Pink Flamingos",3,708,1972,"0069089"
"1270","Jeremiah Johnson",1,2924,1972,"0068762"
"1271","Cabaret",3,4186,1972,"0068327"
"1272","Dawns Here are Quiet, The",3,3408,1972,"0068161"
"1273","Last Tango in Paris",3,4516,1972,"0070849"
"1274","L&#39;aventure, c&#39;est l&#39;aventure",0,6140,1972,"0066798"
"1275","Other Side of Underneath, The",3,1462,1972,"0201820"
"1276","What&#39;s up Doc",2,4149,1972,"0069495"
"1277","Cries and Whispers (Viskningar och rop)",3,2031,1972,"0069467"
"1278","Une belle fille comme moi",3,1176,1972,"0069442"
"1279","Aguirre: The Wrath of God",2,2674,1972,"0068182"
"1280","Godfather, The",2,2224,1972,"0068646"
"1281","1776",1,2986,1972,"0068156"
"1282","State of Siege",0,7544,1972,"0070959"
"1283","Live and Let Die",1,5393,1973,"0070328"
"1284","El ataque de los muertos sin ojos [Return of the Evil Dead]",3,7406,1973,"0068232"
"1285","Paper Moon",3,3446,1973,"0070510"
"1286","Don Juan (Or If Don Juan Were a Woman)",3,5439,1973,"0069990"
"1287","Sleeper",1,2447,1973,"0070707"
"1288","A Charlie Brown Thanksgiving",2,6078,1973,"0068359"
"1289","Exorcist, The",3,751,1973,"0070047"
"1290","Jesus Christ Superstar",0,3688,1973,"0070239"
"1291","Turkish Delight",3,7020,1973,"0070842"
"1292","Baby, The",3,6815,1973,"0069754"
"1293","Wicker Man, The",3,939,1973,"0070917"
"1294","Ivan Vasilevich menyaet professiyu",1,257,1973,"0070233"
"1295","Spirit of the Beehive, The",3,1768,1973,"0070040"
"1296","Satanic Rites of Dracula, The",1,8320,1973,"0070634"
"1297","World on a Wire",2,7867,1973,"0070904"
"1298","Lady Snowblood",3,6733,1973,"0158714"
"1299","Mean Streets",1,5315,1973,"0070379"
"1300","Legend of Hell House, The",3,4882,1973,"0070294"
"1301","Day for Night",3,5996,1973,"0070460"
"1302","Mad Adventures of &#39;Rabbi&#39; Jacob, The",2,1550,1973,"0069747"
"1303","High Plains Drifter",1,5127,1973,"0068699"
"1304","American Graffiti",2,4610,1973,"0069704"
"1305","Black Mama, White Mama",3,1281,1973,"0068282"
"1306","Crazies, The",3,7593,1973,"0069895"
"1307","Sting, The",1,2316,1973,"0070735"
"1308","Lemora: A Child&#39;s Tale Of The Supernatural",3,2682,1973,"0070300"
"1309","Holy Mountain, The",1,2848,1973,"0071615"
"1310","Papillon",0,3433,1973,"0070511"
"1311","Serpico",1,2769,1973,"0070666"
"1312","Don&#39;t look now",3,722,1973,"0069995"
"1313","A Doll&#39;s House",3,7603,1973,"0069987"
"1314","Soylent Green",1,2816,1973,"0070723"
"1315","Payday",2,5187,1973,"0069067"
"1316","Children Shouldn&#39;t Play with Dead Things",3,6079,1973,"0068370"
"1317","Robin Hood",3,4667,1973,"0070608"
"1318","Badlands",0,269,1973,"0069762"
"1319","A Touch of Class",2,2444,1973,"0070819"
"1320","Godzilla vs. Megalon",0,6484,1973,"0070122"
"1321","Emmanuelle",3,7003,1974,"0071464"
"1322","Truck Turner",3,6465,1974,"0072325"
"1323","Legend of the 7 Golden Vampires, The",1,7077,1974,"0070297"
"1324","Godzilla vs. Mechagodzilla",1,6480,1974,"0071565"
"1325","Female Trouble",3,5843,1974,"0072979"
"1326","Ali: Fear Eats the Soul",3,5118,1974,"0071141"
"1327","Zardoz",2,1673,1974,"0070948"
"1328","Going Places",2,6758,1974,"0072353"
"1329","Groove Tube, The",1,2399,1974,"0071583"
"1330","Celine and Julie Go Boating",3,264,1974,"0071381"
"1331","A Woman Under The Influence",3,7076,1974,"0072417"
"1332","Mame",3,3236,1974,"0071803"
"1333","Texas Chain Saw Massacre, The",1,2814,1974,"0072271"
"1334","Sugarland Express, The",2,8551,1974,"0072226"
"1335","Conversation, The",1,3985,1974,"0071360"
"1336","Vampyres",3,8355,1974,"0072354"
"1337","Man with the Golden Gun, The",1,5434,1974,"0071807"
"1338","Death Wish",3,5531,1974,"0071402"
"1339","Alice Doesn&#39;t Live Here Anymore",3,2214,1974,"0071115"
"1340","Foxy Brown",3,6175,1974,"0071517"
"1341","Odessa File, The",3,2025,1974,"0071935"
"1342","Non si deve profanare il sonno dei morti [The Living Dead at Manchester Morgue]",2,7338,1974,"0071431"
"1343","Chinatown",2,2237,1974,"0071315"
"1344","Dark Star",0,1814,1974,"0069945"
"1345","Parallax View, The",0,5999,1974,"0071970"
"1346","Dracula",3,8140,1974,"0070003"
"1347","Edvard Munch",1,4901,1974,"0074462"
"1348","Towering Inferno, The",1,4520,1974,"0072308"
"1349","Phantom of the Paradise",0,5781,1974,"0071994"
"1350","Godfather: Part II, The",2,3896,1974,"0071562"
"1351","Black Christmas",3,3770,1974,"0071222"
"1352","Blazing Saddles",1,845,1974,"0071230"
"1353","Young Frankenstein",2,1077,1974,"0072431"
"1354","Brief Encounter",3,6535,1974,"0071247"
"1355","Je, tu, il, elle",3,7249,1974,"0071690"
"1356","Sal&ograve; o le 120 giornate di Sodoma [Salo, or the 120 Days of Sodom]",3,7238,1975,"0073650"
"1357","Deep Red",3,7170,1975,"0073582"
"1358","Katie Tippel",3,7252,1975,"0073233"
"1359","Dolemite",0,5798,1975,"0072895"
"1360","Zorro",1,5963,1975,"0072448"
"1361","Terror of Mechagodzilla",1,6564,1975,"0073373"
"1362","Dialogues of Exiles",3,2760,1975,"0071427"
"1363","Barry Lyndon",1,2317,1975,"0072684"
"1364","One Flew Over the Cuckoo&#39;s Nest",2,1321,1975,"0073486"
"1365","A boy and His Dog",0,6654,1975,"0072730"
"1366","Tommy",1,850,1975,"0073812"
"1367","Nashville",3,4517,1975,"0073440"
"1368","Rocky Horror Picture Show, The",3,1228,1975,"0073629"
"1369","Dog Day Afternoon",3,3799,1975,"0072890"
"1370","Mirror, The",3,3668,1975,"0072443"
"1371","Dersu Uzala",0,1807,1975,"0071411"
"1372","Monty Python and the Holy Grail",2,1839,1975,"0071853"
"1373","Emmanuelle II",3,7008,1975,"0072933"
"1374","Ironiya sudby, ili S legkim parom!",2,529,1975,"0073179"
"1375","Love and Death",3,7318,1975,"0073312"
"1376","Fawlty Towers",3,1737,1975,"0072500"
"1377","Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles",3,3368,1975,"0073198"
"1378","Switchblade Sisters",3,6799,1975,"0073778"
"1379","Grey Gardens",3,564,1975,"0073076"
"1380","Picnic at Hanging Rock",3,230,1975,"0073540"
"1381","Jaws",3,2561,1975,"0073195"
"1382","Maids, The",3,2831,1975,"0071798"
"1383","Three Days of the Condor",1,337,1975,"0073802"
"1384","Story of O, The",3,4284,1975,"0073115"
"1385","Blonde in Black Leather",3,6900,1975,"0073598"
"1386","Stepford Wives, The",3,293,1975,"0073747"
"1387","Il secondo tragico Fantozzi",1,4612,1976,"0075178"
"1388","Desert of the Tartars, The",0,6505,1976,"0074400"
"1389","Rocky",1,2267,1976,"0075148"
"1390","Family Plot",3,4615,1976,"0074512"
"1391","Marathon Man",1,3417,1976,"0074860"
"1392","Az otodik pecset",1,8541,1976,"0075467"
"1393","Man Who Fell to Earth, The",1,1423,1976,"0074851"
"1394","Murder by Death",3,2949,1976,"0074937"
"1395","Taxi Driver",1,2223,1976,"0075314"
"1396","Small Change",3,3879,1976,"0074152"
"1397","Silent Movie",1,2367,1976,"0075222"
"1398","Tenant, The",1,8271,1976,"0074811"
"1399","Pascual Duarte",1,7405,1976,"0073518"
"1400","In the Realm of the Senses",3,3190,1976,"0074102"
"1401","Sebastiane",1,2974,1976,"0075177"
"1402","All the President&#39;s Men",1,7183,1976,"0074119"
"1403","Revenge Of The Cheerleaders",1,2683,1976,"0075137"
"1404","Assault on Precinct 13",3,219,1976,"0074156"
"1405","Network",3,1401,1976,"0074958"
"1406","Sparkle",3,2672,1976,"0075249"
"1407","Silver Streak",1,5706,1976,"0075223"
"1408","Les Douze Travaux d&#146;Ast&eacute;rix (the Twelve Tasks of Asterix)",1,2530,1976,"0072901"
"1409","Gumball Rally, The",3,8628,1976,"0074597"
"1410","Outlaw Josey Wales, The",2,967,1976,"0075029"
"1411","Logan&#39;s Run",2,1393,1976,"0074812"
"1412","Carrie",3,457,1976,"0074285"
"1413","Town That Dreaded Sundown, The",1,8161,1976,"0075342"
"1414","Omen, The",3,1287,1976,"0075005"
"1415","A Star Is Born",0,3722,1976,"0075265"
"1416","Bugsy Malone",3,2640,1976,"0074256"
"1417","Little Girl Who Lives Down the Lane, The",3,4185,1976,"0074806"
"1418","Sluzhebnyy roman",3,688,1977,"0076727"
"1419","Julia",3,862,1977,"0076245"
"1420","Star Wars",1,669,1977,"0076759"
"1421","Goodbye Girl, The",3,1687,1977,"0076095"
"1422","ABBA: The Movie",1,3248,1977,"0075617"
"1423","3 Women",3,2524,1977,"0075612"
"1424","A Special Day",2,3366,1977,"0076085"
"1425","Hills Have Eyes, The",3,7195,1977,"0077681"
"1426","Haunting of Julia, The",3,4936,1977,"0074611"
"1427","Eraserhead",0,4147,1977,"0074486"
"1428","Death Trap!",3,3567,1977,"0074455"
"1429","Devil, Probably, The",2,3216,1977,"0075938"
"1430","House",3,2534,1977,"0076162"
"1431","Kentucky Fried Movie, The",1,7695,1977,"0076257"
"1432","A Little Night Music",3,3720,1977,"0076319"
"1433","Many Adventures of Winnie the Pooh, The",0,1063,1977,"0076363"
"1434","Orca",1,8401,1977,"0076504"
"1435","Suspiria",3,1857,1977,"0076786"
"1436","Race for Your Life, Charlie Brown",3,8746,1977,"0076591"
"1437","Saturday Night Fever",1,911,1977,"0076666"
"1438","Martin",1,7034,1977,"0077914"
"1439","Rescuers, The",3,1217,1977,"0076618"
"1440","High Anxiety",1,4474,1977,"0076141"
"1441","Desperate Living",3,7250,1977,"0075936"
"1442","Spy Who Loved Me, The",1,5723,1977,"0076752"
"1443","Soldaat van Oranje",1,1710,1977,"0076734"
"1444","Kingdom of the Spiders",3,7728,1977,"0076271"
"1445","Sentinel, The",3,4200,1977,"0076683"
"1446","A Bridge Too Far",1,2983,1977,"0075784"
"1447","Man Who Loved Women, The",1,3952,1977,"0076155"
"1448","Annie Hall",3,1469,1977,"0075686"
"1449","Damnation Alley",0,5694,1977,"0075909"
"1450","Close Encounters of the Third Kind",1,3610,1977,"0075860"
"1451","Stroszek",0,1477,1977,"0075276"
"1452","Turning Point, The",3,693,1977,"0076843"
"1453","36 Crazy Fists, The",0,4452,1977,"0076661"
"1454","Pete&#39;s Dragon",2,8439,1977,"0076538"
"1455","Star Wars Holiday Special, The",1,1047,1978,"0193524"
"1456","Starcrash",3,8160,1978,"0079946"
"1457","Halloween",3,2815,1978,"0077651"
"1458","Animal House",2,303,1978,"0077975"
"1459","Watership Down",1,2282,1978,"0078480"
"1460","Hound of the Baskervilles, The",3,4317,1978,"0076161"
"1461","Jaws 2",2,7223,1978,"0077766"
"1462","Battlestar Galactica",3,5548,1978,"0077215"
"1463","Quel maledetto treno blindato",0,405,1978,"0076584"
"1464","Death on the Nile",3,2965,1978,"0077413"
"1465","Girlfriends",3,3048,1978,"0077613"
"1466","Interiors",3,1658,1978,"0077742"
"1467","Shout, The",0,1200,1978,"0078259"
"1468","La cage aux folles",2,4111,1978,"0077288"
"1469","Avalanche",2,2584,1978,"0077189"
"1470","I Spit on Your Grave",0,4905,1978,"0077713"
"1471","A Woman Called Moses",3,3391,1978,"0078509"
"1472","Lord of the Rings, The",1,8437,1978,"0077869"
"1473","H&ouml;stsonaten",3,515,1978,"0077711"
"1474","Pretty Baby",2,8721,1978,"0078111"
"1475","Deer Hunter, The",1,2668,1978,"0077416"
"1476","Days of Heaven",3,238,1978,"0077405"
"1477","Grease",3,753,1978,"0077631"
"1478","Ringing Bell (Chirin no Suzu)",0,4721,1978,"0306646"
"1479","Midnight Express",0,3419,1978,"0077928"
"1480","Within the Woods",3,5198,1978,"0078503"
"1481","Damien: Omen II",2,1284,1978,"0077394"
"1482","Superman",1,1999,1978,"0078346"
"1483","Dawn of the Dead",0,1503,1978,"0077402"
"1484","Magic",1,6638,1978,"0077889"
"1485","Wiz, The",3,5331,1978,"0078504"
"1486","Gray Lady Down",2,8701,1978,"0077629"
"1487","Foul Play",3,6406,1978,"0077578"
"1488","Boys from Brazil, The",1,6695,1978,"0077269"
"1489","Life of Brian",3,787,1979,"0079470"
"1490","My Brilliant Career",3,4797,1979,"0079596"
"1491","Mad Max",3,6290,1979,"0079501"
"1492","All That Jazz",2,1222,1979,"0078754"
"1493","Murder by Natural Causes",1,8516,1979,"0079593"
"1494","Kramer vs. Kramer",1,7645,1979,"0079417"
"1495","Star Trek: The Motion Picture",1,1300,1979,"0079945"
"1496","Rock &#39;n&#39; Roll High School",3,4741,1979,"0079813"
"1497","Amityville Horror, The",3,4687,1979,"0078767"
"1498","Warriors, The",1,695,1979,"0080120"
"1499","Escape from Alcatraz",0,3420,1979,"0079116"
"1500","Apocalypse Now",0,2227,1979,"0078788"
"1501","Alien",3,13,1979,"0078748"
"1502","Black Hole, The",0,7233,1979,"0078869"
"1503","Tourist Trap",3,8168,1979,"0080040"
"1504","In-Laws, The",3,2187,1979,"0079336"
"1505","Jerk, The",1,2327,1979,"0079367"
"1506","Frisco Kid, The",1,846,1979,"0079180"
"1507","Die Blechtrommel",3,1020,1979,"0078875"
"1508","China Syndrome, The",3,2284,1979,"0078966"
"1509","Quadrophenia",1,4599,1979,"0079766"
"1510","Rocky II",1,6870,1979,"0079817"
"1511","Moonraker",1,3504,1979,"0079574"
"1512","Hair",3,7636,1979,"0079261"
"1513","Meatballs",3,5415,1979,"0079540"
"1514","Being There",2,1699,1979,"0078841"
"1515","L&#39;hypothese du tableau vole",0,4766,1979,"0077707"
"1516","Marriage of Maria Braun, The",3,1766,1979,"0079095"
"1517","Stalker",1,3667,1979,"0079944"
"1518","Phantasm",1,7092,1979,"0079714"
"1519","Manhattan",1,403,1979,"0079522"
"1520","Nosferatu the Vampyre",0,2496,1979,"0079641"
"1521","Time After Time",2,5234,1979,"0080025"
"1522","Angels&#39; Brigade",3,5708,1979,"0078778"
"1523","Rupan sansei: Kariosutoro no shiro",3,8510,1979,"0079833"
"1524","Bell Jar, The",3,6280,1979,"0078843"
"1525","Indul a bakterhaz",1,8556,1980,"0121403"
"1526","La terrazza",3,1472,1980,"0081616"
"1527","Blue Lagoon, The",0,6395,1980,"0080453"
"1528","Ninth Configuration, The",0,6877,1980,"0081237"
"1529","Cannibal Holocaust",1,2278,1980,"0078935"
"1530","Friday the 13th",3,4569,1980,"0080761"
"1531","Moskva slezam ne verit",3,684,1980,"0079579"
"1532","Heaven&#39;s Gate",0,4960,1980,"0080855"
"1533","Resurrection",1,2142,1980,"0081414"
"1534","Fog, The",3,2484,1980,"0080749"
"1535","Maniac",3,8402,1980,"0081114"
"1536","Coal Miner&#39;s Daughter",3,5681,1980,"0080549"
"1537","Airplane!",3,873,1980,"0080339"
"1538","Raging Bull",1,1437,1980,"0081398"
"1539","Flash Gordon",3,3858,1980,"0080745"
"1540","Can&#39;t Stop the Music",3,3962,1980,"0080492"
"1541","King and the Mockingbird, The",0,7987,1980,"0079820"
"1542","Cruising",0,3427,1980,"0080569"
"1543","Final Countdown, The",0,7401,1980,"0080736"
"1544","Pepi, Luci, Bom and Other Girls Like Mom",3,3673,1980,"0081323"
"1545","Fame",3,360,1980,"0080716"
"1546","Fade to Black",3,2377,1980,"0080711"
"1547","Blues Brothers, The",1,208,1980,"0080455"
"1548","Loose Shoes",1,1882,1980,"0076582"
"1549","Superman II",3,4282,1980,"0081573"
"1550","Xanadu",3,3254,1980,"0081777"
"1551","Little Darlings",3,2799,1980,"0081060"
"1552","Private Benjamin",3,2883,1980,"0081375"
"1553","Battle Beyond the Stars",2,7307,1980,"0080421"
"1554","Any Which Way You Can",1,2068,1980,"0080377"
"1555","Nine to Five",3,863,1980,"0080319"
"1556","Shining, The",2,930,1980,"0081505"
"1557","Nightmare City",3,7389,1980,"0080931"
"1558","Star Wars: Episode V - The Empire Strikes Back",0,670,1980,"0080684"
"1559","Ordinary People",2,7192,1980,"0081283"
"1560","Nude Bomb, The",1,1845,1980,"0081249"
"1561","Atlantic City",3,1223,1980,"0080388"
"1562","Somewhere in Time",2,3873,1980,"0081534"
"1563","Mirror Crack&#39;d, The",3,8116,1980,"0081163"
"1564","Halloween II",3,4708,1981,"0082495"
"1565","Diva",1,8180,1981,"0082269"
"1566","Raiders of the Lost Ark",3,340,1981,"0082971"
"1567","Escape from New York",0,1427,1981,"0082340"
"1568","Blow Out",3,6865,1981,"0082085"
"1569","Marva Collins Story, The",1,6630,1981,"0082719"
"1570","Excalibur",1,8502,1981,"0082348"
"1571","An American Werewolf in London",2,2873,1981,"0082010"
"1572","Fox and the Hound, The",2,1124,1981,"0082406"
"1573","Howling, The",3,5378,1981,"0082533"
"1574","Southern Comfort",0,1197,1981,"0083111"
"1575","Outland",1,2753,1981,"0082869"
"1576","Ms. 45",3,972,1981,"0082776"
"1577","Prowler, The",3,8411,1981,"0082951"
"1578","Friday the 13th Part 2",2,4572,1981,"0082418"
"1579","Great Muppet Caper, The",3,2073,1981,"0082474"
"1580","Der subjektive Faktor",3,6240,1981,"0083137"
"1581","Looker",1,4561,1981,"0082677"
"1582","Polyester",3,2062,1981,"0082926"
"1583","For Your Eyes Only",3,5955,1981,"0082398"
"1584","Time Bandits",1,2697,1981,"0081633"
"1585","Woman Next Door, The",3,1646,1981,"0082370"
"1586","Thief",0,8789,1981,"0083190"
"1587","Chariots of Fire",1,6507,1981,"0082158"
"1588","Body Heat",2,3549,1981,"0082089"
"1589","Heavy Metal",1,3231,1981,"0082509"
"1590","Gregory&#39;s Girl",3,6496,1981,"0082477"
"1591","Umrao Jaan",3,1707,1981,"0083248"
"1592","Stripes",2,5325,1981,"0083131"
"1593","Dragonslayer",1,6944,1981,"0082288"
"1594","Shock Treatment",3,7732,1981,"0083067"
"1595","Christiane F. - Wir Kinder vom Bahnhof Zoo",3,3976,1981,"0082176"
"1596","Rich and Famous",3,1568,1981,"0082992"
"1597","Galaxy of Terror",3,8413,1981,"0082431"
"1598","Mommy Dearest",3,3641,1981,"0082766"
"1599","Lady Chatterley&#39;s Lover",3,2533,1981,"0082640"
"1600","History of the World: Part I",1,1081,1981,"0082517"
"1601","...E tu vivrai nel terrore! L&#39;aldila (The Beyond)",3,7221,1981,"0082307"
"1602","Happy Birthday to Me",3,7362,1981,"0082498"
"1603","Evil Dead, The",1,3918,1981,"0083907"
"1604","La fuga de Segovia",0,7477,1981,"0082424"
"1605","Clash of the Titans",3,744,1981,"0082186"
"1606","Ragtime",2,8417,1981,"0082970"
"1607","Reds",3,2667,1981,"0082979"
"1608","Das Boot",0,2143,1981,"0082096"
"1609","Horror Planet",3,5338,1981,"0084090"
"1610","Quest for Fire",1,2053,1981,"0082484"
"1611","Il marchese del Grillo",3,6245,1981,"0082714"
"1612","Pennies from Heaven",1,4009,1981,"0082894"
"1613","My Dinner With Andre",0,874,1981,"0082783"
"1614","Best Little Whorehouse in Texas, The",3,4124,1982,"0083642"
"1615","Friday the 13th Part III",3,4573,1982,"0083972"
"1616","Last Unicorn, The",3,1226,1982,"0084237"
"1617","Porky&#39;s",2,4005,1982,"0084522"
"1618","Frances",3,4844,1982,"0083967"
"1619","Swamp Thing",2,7199,1982,"0084745"
"1620","48 Hrs.",2,5355,1982,"0083511"
"1621","Annie",3,851,1982,"0083564"
"1622","Poltergeist",3,4544,1982,"0084516"
"1623","Last American Virgin, The",3,6115,1982,"0084234"
"1624","Evil Under the Sun",3,8115,1982,"0083908"
"1625","Finye (The Wind)",3,6497,1982,"0083942"
"1626","Grease 2",3,3034,1982,"0084021"
"1627","An Officer and a Gentleman",3,7244,1982,"0084434"
"1628","Ladies and Gentlemen, the Fabulous Stains",3,821,1982,"0082639"
"1629","Sophie&#39;s Choice",3,1003,1982,"0084707"
"1630","Dark Crystal, The",1,1035,1982,"0083791"
"1631","Koyaanisqatsi",0,4079,1982,"0085809"
"1632","Thing, The",0,1861,1982,"0084787"
"1633","Rocky III",0,6871,1982,"0084602"
"1634","Verdict, The",1,6704,1982,"0084855"
"1635","State of Things, The",3,7107,1982,"0084725"
"1636","Draughtsman&#39;s Contract, The",2,2241,1982,"0083851"
"1637","Fanny and Alexander",2,3078,1982,"0083922"
"1638","Cat People",3,2770,1982,"0083722"
"1639","Godard&#39;s Passion",3,3946,1982,"0084481"
"1640","King of Comedy, The",1,1896,1982,"0085794"
"1641","Countryman",0,4564,1982,"0083762"
"1642","Slumber Party Massacre, The",3,3105,1982,"0084695"
"1643","Le Retour de Martin Guerre",3,231,1982,"0084589"
"1644","Beast Within, The",1,7345,1982,"0083629"
"1645","Diner",1,4406,1982,"0083833"
"1646","Mil gritos tiene la noche [Pieces]",1,7414,1982,"0082748"
"1647","Tenebre",2,7175,1982,"0084777"
"1648","Forbidden World",3,3618,1982,"0083959"
"1649","First Blood",0,3342,1982,"0083944"
"1650","Smithereens",3,2251,1982,"0084698"
"1651","Liquid Sky",3,1696,1982,"0085852"
"1652","TRON",0,1002,1982,"0084827"
"1653","Scarlet Pimpernel, The",2,8117,1982,"0084637"
"1654","Conan the Barbarian",1,407,1982,"0082198"
"1655","Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean",3,2298,1982,"0083745"
"1656","E.T.: The Extra-Terrestrial",3,1645,1982,"0083866"
"1657","Blade Runner",1,234,1982,"0083658"
"1658","Fits, The",1,7348,1982,"4238858"
"1659","Victor Victoria",3,8665,1982,"0084865"
"1660","Deathtrap",3,1881,1982,"0083806"
"1661","Star Trek: The Wrath of Khan",3,896,1982,"0084726"
"1662","Fast Times at Ridgemont High",2,1934,1982,"0083929"
"1663","Secret of NIMH, The",3,1510,1982,"0084649"
"1664","Missing",3,7557,1982,"0084335"
"1665","Tootsie",1,2874,1982,"0084805"
"1666","Pink Floyd The Wall",0,6068,1982,"0084503"
"1667","Banana Joe",0,4584,1982,"0082045"
"1668","Entity, The",3,8165,1982,"0082334"
"1669","WarGames",1,3685,1983,"0086567"
"1670","Terms of Endearment",1,4448,1983,"0086425"
"1671","Barefoot Gen",3,8029,1983,"0085218"
"1672","Mickey&#39;s Christmas Carol",1,6127,1983,"0085936"
"1673","El Norte",3,2599,1983,"0085482"
"1674","Outsiders, The",2,7563,1983,"0086066"
"1675","Man With Two Brains, The",1,4622,1983,"0085894"
"1676","Superman III",3,4283,1983,"0086393"
"1677","Merry Christmas Mr Lawrence",0,5945,1983,"0085933"
"1678","Yentl",3,7587,1983,"0086619"
"1679","Christine",1,455,1983,"0085333"
"1680","Local Hero",1,3519,1983,"0085859"
"1681","Yellowbeard",1,1822,1983,"0086618"
"1682","Hercules",3,5257,1983,"0085672"
"1683","Krull",1,6126,1983,"0085811"
"1684","Dead Zone, The",1,5427,1983,"0085407"
"1685","Mortelle randonn&eacute;e",3,7247,1983,"0084358"
"1686","Meaning of Life , The",1,6439,1983,"0085959"
"1687","A Christmas Story",1,5473,1983,"0085334"
"1688","Flashdance",3,3972,1983,"0085549"
"1689","Ballad of Narayama, The",3,1793,1983,"0084390"
"1690","Breathless",0,2255,1983,"0085276"
"1691","Star Wars: Episode VI - Return of the Jedi",1,671,1983,"0086190"
"1692","Jaws 3-D",3,7243,1983,"0085750"
"1693","Strange Brew",1,8326,1983,"0086373"
"1694","El pico",1,7531,1983,"0086104"
"1695","Go for It",0,4585,1983,"0085601"
"1696","Rumble Fish",2,2387,1983,"0086216"
"1697","Octopussy",2,6313,1983,"0086034"
"1698","Los renglones torcidos de Dios",3,4771,1983,"0224005"
"1699","Lianna",3,3672,1983,"0085838"
"1700","Scarface",1,5321,1983,"0086250"
"1701","Dark Habits",3,3376,1983,"0085496"
"1702","Hunger, The",3,1785,1983,"0085701"
"1703","Terms of Endearment",3,4449,1983,"0086425"
"1704","Trading Places",1,1667,1983,"0086465"
"1705","Cujo",3,7750,1983,"0085382"
"1706","Videodrome",2,3892,1983,"0086541"
"1707","Born in Flames",3,3644,1983,"0085267"
"1708","Educating Rita",3,1105,1983,"0085478"
"1709","4th Man, The",1,6791,1983,"0086543"
"1710","Silkwood",3,442,1983,"0086312"
"1711","Another Country",0,5761,1984,"0086904"
"1712","Nineteen Eighty-Four",1,8524,1984,"0087803"
"1713","Amadeus",3,613,1984,"0086879"
"1714","What Have I Done to Deserve This?",3,1582,1984,"0088461"
"1715","Beverly Hills Cop",0,1848,1984,"0086960"
"1716","A Soldier&#39;s Story",0,2742,1984,"0088146"
"1717","Kaze no tani no Naushika",3,570,1984,"0087544"
"1718","Last Starfighter, The",3,4633,1984,"0087597"
"1719","Star Trek III: The Search for Spock",1,1304,1984,"0088170"
"1720","Philadelphia Experiment, The",1,7402,1984,"0087910"
"1721","Poison for the Fairies",3,4087,1984,"0135033"
"1722","Adventures of Buckaroo Banzai Across the 8th Dimension, The",3,743,1984,"0086856"
"1723","This Is Spinal Tap",1,1536,1984,"0088258"
"1724","Children of the Corn",3,5879,1984,"0087050"
"1725","Los santos inocentes",3,7391,1984,"0088040"
"1726","Protocol",3,4590,1984,"0087951"
"1727","Johnny Dangerously",3,6523,1984,"0087507"
"1728","Karate Kid, The",3,1430,1984,"0087538"
"1729","Once Upon A Time In America",1,6293,1984,"0087843"
"1730","Conan the Destroyer",3,413,1984,"0087078"
"1731","A Private Function",3,3868,1984,"0089838"
"1732","Razorback",1,7532,1984,"0087981"
"1733","Sixteen Candles",3,1296,1984,"0088128"
"1734","Natural, The",1,4053,1984,"0087781"
"1735","Blood Simple.",1,5731,1984,"0086979"
"1736","Angel",3,7492,1984,"0086896"
"1737","A Passage to India",3,4725,1984,"0087892"
"1738","Non ci resta che piangere",1,4589,1984,"0087814"
"1739","Blame It on Rio",3,3357,1984,"0086973"
"1740","Splash",1,3885,1984,"0088161"
"1741","Godzilla 1985",0,6529,1984,"0087344"
"1742","Supergirl",3,2000,1984,"0088206"
"1743","Top Secret!",0,4668,1984,"0088286"
"1744","Best Defense",2,7404,1984,"0086955"
"1745","Neverending Story, The",1,4157,1984,"0088323"
"1746","Paris, Texas",1,813,1984,"0087884"
"1747","Body Double",2,5040,1984,"0086984"
"1748","Terminator, The",3,1418,1984,"0088247"
"1749","Police Academy",3,575,1984,"0087928"
"1750","Dune",3,1534,1984,"0087182"
"1751","Starman",0,5796,1984,"0088172"
"1752","Indiana Jones and the Temple of Doom",0,1048,1984,"0087469"
"1753","Silent Night, Deadly Night",3,6703,1984,"0088117"
"1754","Purple Rain",3,4193,1984,"0087957"
"1755","Bachelor Party",3,6309,1984,"0086927"
"1756","Trancers",1,6072,1984,"0090192"
"1757","Revenge of the Nerds",1,5751,1984,"0088000"
"1758","Repo Man",2,4355,1984,"0087995"
"1759","Friday the 13th Part IV: The Final Chapter",3,5154,1984,"0087298"
"1760","A nightmare on Elm Street",3,4182,1984,"0087800"
"1761","Muppets Take Manhattan, The",3,4634,1984,"0087755"
"1762","Bostonians, The",3,514,1984,"0086992"
"1763","Ice Pirates, The",2,7403,1984,"0087451"
"1764","Jewel in the Crown, The",3,2765,1984,"0086739"
"1765","Love Streams",3,2866,1984,"0087644"
"1766","El pico 2",1,7530,1984,"0087913"
"1767","Ghostbusters",2,376,1984,"0087332"
"1768","2010",1,4623,1984,"0086837"
"1769","Night of the Comet",3,3489,1984,"0087799"
"1770","Romancing the Stone",3,8748,1984,"0088011"
"1771","Secret Places",3,5255,1984,"0088075"
"1772","Gremlins",1,406,1984,"0087363"
"1773","Tampopo",1,5795,1985,"0092048"
"1774","Goonies, The",3,3001,1985,"0089218"
"1775","Mr Vampire (Geung si sin sang)",1,2343,1985,"0089371"
"1776","Agnes of God",3,602,1985,"0088683"
